GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US36081071304,36081071304,"Census Tract 713.04, Queens County, New York",4827,370,78,58,16,27,0,17,0,17,0,17,0,17,0,17,13,21,65,71,0,17,34,45,0,17,48,59,0,17,94,105,806,232,46,46,188,96,557,190,496,228,1471,270,563,163,305,124,47,53
1400000US36081071305,36081071305,"Census Tract 713.05, Queens County, New York",3743,390,32,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,53,55,70,0,12,18,29,39,44,57,52,487,193,44,43,63,80,341,166,237,116,1222,269,780,273,193,104,134,100
1400000US36081071306,36081071306,"Census Tract 713.06, Queens County, New York",4267,463,132,105,0,17,19,20,14,23,1,3,0,17,0,17,14,22,24,31,41,66,74,75,43,38,38,42,0,17,54,69,440,152,16,24,99,68,472,168,526,251,1528,323,591,170,97,63,44,43
1400000US36081071600,36081071600,"Census Tract 716, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081071701,36081071701,"Census Tract 717.01, Queens County, New York",4319,444,11,21,16,25,0,17,0,17,0,17,0,17,29,36,22,29,0,17,6,12,91,83,0,17,79,85,0,17,244,179,993,362,15,22,192,100,330,140,257,121,1312,290,494,179,197,121,31,32
1400000US36081071702,36081071702,"Census Tract 717.02, Queens County, New York",2967,253,62,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,17,14,0,12,0,12,0,12,16,27,53,45,409,120,0,12,61,40,423,174,271,126,988,200,496,178,147,87,15,23
1400000US36081071900,36081071900,"Census Tract 719, Queens County, New York",1822,192,66,74,0,12,0,12,0,12,0,12,25,37,0,12,10,16,11,17,41,34,36,40,0,12,68,52,18,19,36,26,343,125,18,18,66,50,246,142,204,110,368,97,214,73,42,31,10,13
1400000US36081072100,36081072100,"Census Tract 721, Queens County, New York",3717,286,49,47,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,24,29,0,12,0,12,13,24,19,27,113,61,717,201,60,47,217,110,395,168,399,163,1005,198,479,171,126,90,88,70
1400000US36081072300,36081072300,"Census Tract 723, Queens County, New York",1364,125,14,22,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,20,20,65,43,8,13,56,38,117,45,22,19,482,108,334,98,178,51,59,37
1400000US36081072900,36081072900,"Census Tract 729, Queens County, New York",843,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,7,0,12,0,12,15,24,0,12,15,25,1,4,15,24,150,69,4,8,14,16,14,14,10,11,418,114,145,97,28,30,13,22
1400000US36081073100,36081073100,"Census Tract 731, Queens County, New York",989,122,17,20,0,12,0,12,0,12,0,12,7,11,0,12,7,10,0,12,0,12,12,20,0,12,0,12,0,12,6,11,177,86,15,17,13,13,95,45,108,48,252,72,177,75,82,44,21,22
1400000US36081073700,36081073700,"Census Tract 737, Queens County, New York",1572,174,13,21,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,7,10,0,12,0,12,6,10,0,12,0,12,257,124,0,12,30,25,79,47,49,37,623,150,307,92,149,69,39,32
1400000US36081073900,36081073900,"Census Tract 739, Queens County, New York",4188,259,46,46,0,17,0,17,0,17,0,17,4,8,0,17,0,17,22,29,14,22,116,136,10,13,0,17,25,36,39,42,587,177,1,4,153,99,523,200,266,110,845,239,1100,178,246,119,191,101
1400000US36081074100,36081074100,"Census Tract 741, Queens County, New York",2358,157,33,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,10,15,0,12,0,12,27,23,320,86,17,19,111,68,169,60,231,99,803,172,440,107,130,58,58,55
1400000US36081074300,36081074300,"Census Tract 743, Queens County, New York",3438,290,110,69,0,12,0,12,0,12,0,12,41,41,0,12,9,16,5,10,18,19,73,47,3,5,71,59,0,12,12,20,790,267,81,69,31,29,348,119,417,155,841,192,471,159,64,39,53,44
1400000US36081074500,36081074500,"Census Tract 745, Queens County, New York",2807,208,63,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,31,24,37,43,41,42,32,74,65,63,56,64,66,724,176,145,68,30,23,256,91,247,113,698,170,213,87,38,31,52,39
1400000US36081074700,36081074700,"Census Tract 747, Queens County, New York",2436,319,140,91,0,12,0,12,29,46,7,13,23,36,0,12,0,12,47,50,32,38,42,45,0,12,17,29,16,20,72,51,427,141,21,34,43,34,228,89,225,115,665,176,308,124,87,70,7,12
1400000US36081074900,36081074900,"Census Tract 749, Queens County, New York",1133,105,19,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,3,6,5,8,149,93,0,12,3,5,103,70,14,18,339,87,285,80,138,58,66,33
1400000US36081075701,36081075701,"Census Tract 757.01, Queens County, New York",3819,343,0,12,0,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,644,231,13,23,58,47,527,384,245,111,1056,234,968,282,213,97,64,62
1400000US36081075702,36081075702,"Census Tract 757.02, Queens County, New York",3675,276,29,38,0,12,0,12,0,12,0,12,0,12,0,12,12,12,22,27,0,12,37,33,25,30,33,54,102,124,83,66,371,131,49,78,128,110,461,169,83,55,1238,302,632,225,250,109,120,96
1400000US36081076901,36081076901,"Census Tract 769.01, Queens County, New York",3258,328,0,12,0,12,0,12,0,12,40,50,0,12,0,12,0,12,0,12,0,12,88,140,0,12,0,12,0,12,11,19,417,150,23,37,92,72,220,132,220,187,1311,262,578,170,149,95,109,96
1400000US36081076902,36081076902,"Census Tract 769.02, Queens County, New York",1149,116,5,9,0,12,8,12,0,12,0,12,8,12,0,12,0,12,11,17,0,12,9,16,0,12,0,12,13,15,40,47,187,79,33,33,32,29,82,45,115,77,309,93,179,59,85,39,33,25
1400000US36081077300,36081077300,"Census Tract 773, Queens County, New York",1785,138,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,51,13,21,4,7,23,21,25,24,263,105,37,33,37,26,80,44,47,30,611,143,515,140,81,53,9,13
1400000US36081077500,36081077500,"Census Tract 775, Queens County, New York",1448,208,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,13,21,27,25,0,12,11,16,0,12,25,42,153,83,57,61,28,26,254,130,88,72,430,151,262,97,51,52,37,43
1400000US36081077902,36081077902,"Census Tract 779.02, Queens County, New York",3026,269,70,59,18,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,45,50,23,37,35,23,42,40,18,21,369,112,44,46,68,36,279,91,194,84,902,198,593,147,207,94,119,65
1400000US36081077903,36081077903,"Census Tract 779.03, Queens County, New York",1896,192,22,31,0,12,0,12,0,12,12,22,10,16,0,12,11,20,38,37,0,12,0,12,42,49,3,7,0,12,42,32,377,128,44,44,45,35,159,91,116,82,503,134,320,110,110,66,42,34
1400000US36081077904,36081077904,"Census Tract 779.04, Queens County, New York",4052,368,75,63,0,17,0,17,0,17,19,30,0,17,0,17,15,25,73,72,19,32,45,46,0,17,52,53,54,56,97,89,892,284,42,51,61,46,435,166,365,223,1264,266,445,156,13,20,86,66
1400000US36081077905,36081077905,"Census Tract 779.05, Queens County, New York",1828,230,64,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,27,0,12,9,15,0,12,0,12,0,12,63,63,195,88,35,36,13,20,270,97,122,75,554,131,366,100,75,57,40,37
1400000US36081077906,36081077906,"Census Tract 779.06, Queens County, New York",2290,380,13,25,0,12,0,12,18,29,9,15,0,12,18,28,0,12,31,35,20,31,68,68,0,12,74,85,36,59,89,70,559,187,46,50,57,56,303,150,148,88,487,154,220,123,86,53,8,13
1400000US36081077907,36081077907,"Census Tract 779.07, Queens County, New York",1930,247,128,103,0,12,0,12,0,12,0,12,0,12,0,12,22,34,0,12,0,12,0,12,0,12,24,33,0,12,103,57,475,148,27,33,25,29,164,90,279,121,388,116,275,134,0,12,20,23
1400000US36081077908,36081077908,"Census Tract 779.08, Queens County, New York",2276,324,104,134,0,12,0,12,0,12,0,12,19,29,0,12,18,29,0,12,0,12,45,49,0,12,13,22,50,59,80,58,542,186,54,62,124,76,208,126,284,118,395,143,281,163,31,40,28,33
1400000US36081078800,36081078800,"Census Tract 788, Queens County, New York",927,168,11,18,0,12,0,12,0,12,0,12,0,12,4,7,6,10,0,12,0,12,52,39,11,12,0,12,7,11,30,31,286,115,64,43,84,52,157,95,79,46,69,39,48,38,19,28,0,12
1400000US36081079000,36081079000,"Census Tract 790, Queens County, New York",1573,197,24,32,0,12,0,12,0,12,0,12,0,12,10,16,31,48,33,25,34,29,82,78,53,44,31,29,43,31,126,65,330,101,169,82,29,22,264,103,70,43,183,87,50,36,0,12,11,18
1400000US36081079200,36081079200,"Census Tract 792, Queens County, New York",1352,186,18,16,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,33,28,13,16,19,19,11,17,26,22,41,30,410,118,81,49,47,35,198,98,113,46,265,110,72,36,1,9,0,12
1400000US36081079300,36081079300,"Census Tract 793, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081079701,36081079701,"Census Tract 797.01, Queens County, New York",4974,433,113,67,0,17,0,17,54,81,0,17,0,17,0,17,38,49,171,153,35,39,53,56,96,106,177,117,88,79,63,61,958,340,122,79,122,65,309,128,395,170,1178,309,679,257,235,123,88,81
1400000US36081079702,36081079702,"Census Tract 797.02, Queens County, New York",3036,501,229,153,0,12,0,12,0,12,39,59,24,30,0,12,9,16,78,71,30,51,63,72,88,81,10,16,59,44,131,132,781,202,43,50,56,38,218,131,215,138,668,314,173,87,110,60,12,20
1400000US36081079900,36081079900,"Census Tract 799, Queens County, New York",2577,278,251,100,0,12,0,12,0,12,0,12,31,39,8,13,19,21,82,69,57,76,32,41,84,75,128,96,75,52,60,52,588,169,8,13,115,63,220,79,144,74,467,169,161,92,25,31,22,30
1400000US36081080301,36081080301,"Census Tract 803.01, Queens County, New York",3203,356,200,97,11,17,8,12,0,12,0,12,23,25,54,44,46,43,167,109,35,44,27,25,346,167,53,50,74,66,85,62,786,182,80,67,76,56,330,137,299,124,325,129,158,74,10,16,10,16
1400000US36081080302,36081080302,"Census Tract 803.02, Queens County, New York",2141,286,66,54,0,12,0,12,0,12,0,12,0,12,19,32,16,19,44,48,7,12,8,13,20,17,8,12,34,28,75,55,588,182,27,29,24,23,262,124,191,89,449,131,218,82,77,66,8,12
1400000US36081080900,36081080900,"Census Tract 809, Queens County, New York",5113,459,104,94,0,17,0,17,0,17,0,17,0,17,16,25,14,23,74,111,38,51,0,17,70,99,158,133,18,23,177,110,752,208,142,101,129,79,393,190,561,230,1368,310,827,264,233,166,39,38
1400000US36081081400,36081081400,"Census Tract 814, Queens County, New York",2277,367,47,54,0,12,0,12,0,12,18,30,0,12,3,17,7,11,0,12,9,14,36,43,61,64,61,47,93,72,122,65,626,219,130,83,55,37,356,188,260,132,323,144,70,54,0,12,0,12
1400000US36081081800,36081081800,"Census Tract 818, Queens County, New York",2540,291,99,60,0,12,0,12,13,20,0,12,21,32,0,12,36,43,32,41,23,37,45,41,24,56,13,20,61,56,160,86,808,188,155,112,173,93,317,109,251,105,178,104,105,74,0,12,26,43
1400000US36081083700,36081083700,"Census Tract 837, Queens County, New York",3853,399,181,86,0,17,14,25,0,17,10,14,0,17,14,22,37,50,160,109,35,32,47,32,234,123,76,51,12,21,167,85,1019,252,48,45,71,51,203,85,440,180,670,194,342,160,58,44,15,19
1400000US36081083800,36081083800,"Census Tract 838, Queens County, New York",3966,334,36,40,0,17,12,18,5,10,0,17,37,57,25,36,47,47,26,29,0,17,83,58,31,30,82,42,28,46,151,67,1228,225,251,112,98,54,632,203,341,112,722,188,82,59,37,43,12,19
1400000US36081084000,36081084000,"Census Tract 840, Queens County, New York",4253,468,61,44,0,17,0,17,0,17,0,17,41,43,70,56,82,50,50,49,92,106,117,84,20,32,89,71,75,55,233,121,1182,222,303,186,134,67,402,148,288,149,687,201,229,162,98,57,0,17
1400000US36081084500,36081084500,"Census Tract 845, Queens County, New York",3897,320,160,84,0,12,0,12,0,12,0,12,15,25,31,44,24,38,137,109,57,48,27,28,148,113,50,48,36,56,150,77,1139,281,142,111,104,81,287,122,434,165,681,179,211,110,64,69,0,12
1400000US36081084601,36081084601,"Census Tract 846.01, Queens County, New York",2216,242,104,64,0,12,0,12,0,12,0,12,0,12,0,12,102,89,8,11,26,29,24,28,44,48,19,29,29,28,52,49,841,151,68,44,63,48,200,77,142,69,389,156,81,50,24,22,0,12
1400000US36081084602,36081084602,"Census Tract 846.02, Queens County, New York",727,249,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,98,145,0,12,12,17,20,27,0,12,54,54,15,17,189,83,93,132,48,60,75,65,59,45,42,26,18,23,0,12,0,12
1400000US36081084900,36081084900,"Census Tract 849, Queens County, New York",5155,563,356,158,0,17,14,23,0,17,0,17,62,79,151,105,0,17,269,151,77,59,220,243,512,222,52,42,72,60,294,177,1888,392,59,58,92,75,276,165,385,185,239,122,76,56,46,57,15,30
1400000US36081085300,36081085300,"Census Tract 853, Queens County, New York",3506,500,156,96,0,12,0,12,0,12,13,23,73,73,29,48,48,46,113,108,127,101,29,33,245,168,56,69,10,18,82,56,554,214,0,12,17,26,224,108,379,208,890,231,371,193,77,67,13,23
1400000US36081085500,36081085500,"Census Tract 855, Queens County, New York",4906,456,157,110,0,17,0,17,0,17,0,17,19,29,0,17,41,46,232,137,34,41,58,74,246,180,36,59,38,43,113,107,1271,293,156,112,45,45,331,190,709,278,1128,299,208,104,50,47,34,42
1400000US36081085700,36081085700,"Census Tract 857, Queens County, New York",4508,402,357,153,0,17,11,16,17,25,19,29,16,25,37,39,51,64,136,78,30,34,231,117,169,107,235,137,45,39,106,67,1299,260,59,41,51,40,391,170,387,145,467,163,292,146,90,58,12,18
1400000US36081085900,36081085900,"Census Tract 859, Queens County, New York",3913,374,82,70,0,17,0,17,0,17,0,17,28,30,14,24,121,84,257,213,40,53,59,57,348,190,112,67,102,121,31,34,771,241,46,41,51,40,177,85,500,210,715,227,371,203,49,50,39,39
1400000US36081086100,36081086100,"Census Tract 861, Queens County, New York",2013,191,110,63,0,12,0,12,0,12,5,8,5,10,13,23,18,23,48,41,35,46,60,48,143,75,144,105,1,3,113,62,309,104,43,37,41,32,78,41,249,102,395,100,112,68,46,46,45,30
1400000US36081086300,36081086300,"Census Tract 863, Queens County, New York",4992,475,227,122,0,17,0,17,0,17,11,18,0,17,0,17,90,132,104,87,14,24,285,211,199,121,134,85,110,123,103,86,1422,355,88,84,163,104,344,155,482,177,819,293,313,150,49,54,35,53
1400000US36081086400,36081086400,"Census Tract 864, Queens County, New York",1743,178,82,56,0,12,0,12,0,12,0,12,5,7,6,10,17,16,14,15,7,12,39,25,42,29,28,24,30,29,100,60,433,132,83,47,166,78,143,63,168,97,291,92,85,44,4,6,0,12
1400000US36081086500,36081086500,"Census Tract 865, Queens County, New York",3699,321,150,110,0,12,0,12,0,12,0,12,31,37,24,39,20,30,63,59,0,12,113,69,217,123,75,68,25,29,69,51,1010,223,54,41,51,40,345,122,304,136,875,209,122,60,130,84,21,25
1400000US36081086900,36081086900,"Census Tract 869, Queens County, New York",1632,247,52,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,34,0,12,22,38,73,49,35,33,31,41,28,22,618,217,0,12,39,32,162,108,171,111,293,82,61,37,0,12,4,6
1400000US36081087100,36081087100,"Census Tract 871, Queens County, New York",1328,283,88,68,0,12,0,12,0,12,24,36,0,12,27,37,19,27,31,33,0,12,31,34,71,56,48,39,49,34,39,32,190,100,45,38,33,34,167,82,141,87,300,219,23,15,0,12,2,6
1400000US36081088400,36081088400,"Census Tract 884, Queens County, New York",5355,456,81,62,0,17,0,17,0,17,45,49,52,63,22,35,0,17,97,86,26,29,15,23,177,131,150,96,63,51,177,113,1635,332,223,108,370,155,470,123,567,221,688,223,381,139,39,35,77,79
1400000US36081088901,36081088901,"Census Tract 889.01, Queens County, New York",7915,814,439,230,0,19,0,19,0,19,0,19,30,48,46,58,102,108,170,100,22,42,101,80,312,165,95,91,131,87,71,68,2281,517,212,131,193,111,653,204,896,398,1703,363,362,151,54,62,42,50
1400000US36081089200,36081089200,"Census Tract 892, Queens County, New York",6404,391,191,128,0,17,0,17,0,17,0,17,45,45,30,26,65,48,0,17,14,23,96,93,145,111,163,103,121,70,105,70,2165,408,44,44,301,114,581,193,389,155,1384,298,416,191,79,54,70,66
1400000US36081090700,36081090700,"Census Tract 907, Queens County, New York",784,142,45,32,0,12,0,12,0,12,0,12,3,7,8,11,6,9,0,12,0,12,5,8,26,40,31,55,25,28,25,26,284,85,21,17,38,26,83,66,73,43,90,59,21,17,0,12,0,12
1400000US36081091601,36081091601,"Census Tract 916.01, Queens County, New York",3085,270,29,25,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,13,19,21,23,47,36,10,16,36,31,823,137,22,23,216,80,282,77,210,96,767,176,464,107,110,77,21,23
1400000US36081091602,36081091602,"Census Tract 916.02, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081091800,36081091800,"Census Tract 918, Queens County, New York",15,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,6,11,0,12,0,12
1400000US36081091900,36081091900,"Census Tract 919, Queens County, New York",4855,582,243,116,0,17,0,17,5,9,0,17,23,28,8,13,127,81,147,89,36,30,188,82,119,86,67,58,207,100,68,58,1471,294,140,108,86,46,703,174,281,108,665,207,236,83,29,22,6,11
1400000US36081092200,36081092200,"Census Tract 922, Queens County, New York",1518,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,10,16,18,0,12,27,39,0,12,14,15,277,102,53,46,37,28,213,93,125,67,309,80,348,102,82,36,9,10
1400000US36081092500,36081092500,"Census Tract 925, Queens County, New York",2279,341,105,69,0,12,0,12,0,12,0,12,65,55,6,12,18,27,67,47,8,13,48,38,155,110,11,17,115,110,99,62,546,131,172,83,53,34,236,95,138,68,313,121,100,69,24,24,0,12
1400000US36081092800,36081092800,"Census Tract 928, Queens County, New York",2285,178,14,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,22,9,14,9,15,47,50,0,12,353,107,9,16,44,34,257,103,228,89,648,146,357,113,248,73,43,30
1400000US36081092900,36081092900,"Census Tract 929, Queens County, New York",4141,525,131,108,0,17,0,17,0,17,41,67,0,17,0,17,35,52,90,72,7,14,27,36,14,22,17,27,30,39,234,121,1357,374,40,40,124,89,659,236,246,127,818,234,238,110,33,33,0,17
1400000US36081093401,36081093401,"Census Tract 934.01, Queens County, New York",3006,352,14,24,0,12,0,12,0,12,0,12,0,12,0,12,6,14,19,25,0,12,7,14,17,21,71,51,54,75,49,41,484,203,52,39,122,80,355,159,147,72,858,225,469,142,252,157,30,26
1400000US36081093402,36081093402,"Census Tract 934.02, Queens County, New York",2976,325,125,151,0,12,0,12,0,12,0,12,12,19,6,13,0,12,19,25,0,12,33,46,51,55,8,13,26,39,99,69,507,228,76,57,331,136,458,172,360,151,509,153,329,139,27,29,0,12
1400000US36081093800,36081093800,"Census Tract 938, Queens County, New York",4401,448,110,76,0,17,0,17,0,17,6,12,0,17,7,13,21,23,88,81,38,39,170,89,17,22,73,54,153,104,181,113,1187,284,172,59,240,159,702,230,234,147,519,172,397,151,62,72,24,31
1400000US36081093900,36081093900,"Census Tract 939, Queens County, New York",3536,355,81,64,0,12,0,12,0,12,12,14,0,12,28,46,34,45,103,68,0,12,43,34,92,62,22,29,47,46,34,28,1073,259,116,51,152,64,383,126,185,85,883,268,219,128,16,18,13,19
1400000US36081094201,36081094201,"Census Tract 942.01, Queens County, New York",2404,308,38,49,0,12,0,12,0,12,0,12,0,12,0,12,43,57,30,46,0,12,45,38,117,122,112,69,108,85,60,53,453,187,92,73,125,79,301,110,311,160,409,143,88,60,46,35,26,26
1400000US36081094202,36081094202,"Census Tract 942.02, Queens County, New York",2897,308,22,36,0,12,0,12,0,12,0,12,0,12,2,7,0,12,38,45,0,12,30,33,47,54,114,64,173,109,158,104,520,168,91,61,70,51,422,163,248,106,716,193,173,76,56,47,17,26
1400000US36081094203,36081094203,"Census Tract 942.03, Queens County, New York",3889,315,22,27,0,17,0,17,0,17,0,17,21,34,9,16,0,17,65,75,0,17,104,80,47,63,60,68,156,110,249,114,1072,232,139,84,186,84,645,167,255,129,578,164,139,89,127,92,15,25
1400000US36081094500,36081094500,"Census Tract 945, Queens County, New York",2811,283,48,44,0,12,0,12,0,12,0,12,24,28,15,17,17,19,25,23,18,29,97,71,85,85,35,27,34,36,82,60,865,210,39,31,51,35,475,165,165,86,442,125,189,76,89,64,16,25
1400000US36081094700,36081094700,"Census Tract 947, Queens County, New York",1599,214,46,55,0,12,0,12,0,12,8,14,25,37,0,12,23,21,70,60,7,12,30,26,129,74,39,30,18,20,54,45,471,148,14,14,18,18,176,80,188,85,174,69,85,37,24,21,0,12
1400000US36081095400,36081095400,"Census Tract 954, Queens County, New York",3056,333,95,70,0,12,0,12,0,12,0,12,12,23,20,32,21,32,31,37,22,35,19,19,97,41,76,63,110,93,7,13,732,194,154,81,211,95,497,184,262,140,392,137,233,103,46,64,19,30
1400000US36081096400,36081096400,"Census Tract 964, Queens County, New York",2817,328,89,70,0,12,0,12,0,12,0,12,0,12,0,12,48,36,32,33,0,12,69,48,45,44,108,75,88,90,44,47,672,161,175,71,162,95,413,130,289,109,457,152,80,60,46,49,0,12
1400000US36081097202,36081097202,"Census Tract 972.02, Queens County, New York",1213,213,0,12,0,12,0,12,0,12,0,12,30,46,0,12,0,12,27,29,0,12,42,40,0,12,76,48,76,55,108,66,293,116,79,39,44,29,110,42,130,92,99,48,56,52,43,34,0,12
1400000US36081097203,36081097203,"Census Tract 972.03, Queens County, New York",3450,458,88,73,0,17,0,17,0,17,23,38,0,17,0,17,21,30,55,50,0,17,190,152,141,115,183,108,453,194,135,86,810,266,225,131,190,101,412,176,205,97,302,154,17,27,0,17,0,17
1400000US36081097204,36081097204,"Census Tract 972.04, Queens County, New York",2544,314,113,67,0,12,0,12,5,10,0,12,17,18,26,33,62,44,12,16,143,177,103,62,15,18,86,51,178,111,39,35,726,194,137,83,92,76,478,191,51,51,226,109,35,39,0,12,0,12
1400000US36081097300,36081097300,"Census Tract 973, Queens County, New York",1632,148,0,12,0,12,0,12,0,12,38,22,6,11,0,12,10,15,3,6,0,12,25,24,0,12,21,19,24,24,31,23,481,118,16,17,38,25,319,107,161,101,316,101,123,50,20,18,0,12
1400000US36081098100,36081098100,"Census Tract 981, Queens County, New York",1679,170,33,28,0,12,0,12,0,12,5,9,0,12,0,12,6,11,38,29,0,12,35,32,28,31,0,12,20,23,10,16,401,121,12,16,95,49,234,112,110,50,330,93,149,63,145,68,28,37
1400000US36081098700,36081098700,"Census Tract 987, Queens County, New York",1936,144,4,7,0,12,0,12,0,12,0,12,28,35,0,12,19,26,46,38,4,7,45,38,8,12,6,8,3,6,43,27,531,159,50,34,170,64,233,74,216,67,354,77,105,48,61,40,10,12
1400000US36081099100,36081099100,"Census Tract 991, Queens County, New York",4957,324,29,31,0,17,0,17,0,17,0,17,0,17,0,17,61,64,30,35,0,17,31,35,34,53,31,34,13,21,110,66,1193,329,115,71,132,100,610,170,393,170,1226,277,698,185,127,76,124,74
1400000US36081099200,36081099200,"Census Tract 992, Queens County, New York",1998,244,8,13,0,12,0,12,11,16,0,12,27,24,0,12,58,49,24,38,0,12,52,56,83,81,90,68,64,45,133,78,412,128,220,97,67,64,341,97,105,74,191,76,80,63,32,30,0,12
1400000US36081099701,36081099701,"Census Tract 997.01, Queens County, New York",1991,160,25,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,33,8,12,6,9,0,12,37,32,12,21,35,34,492,119,103,77,54,33,302,113,206,92,329,100,263,98,78,69,18,20
1400000US36081099703,36081099703,"Census Tract 997.03, Queens County, New York",3340,274,48,41,10,16,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,13,21,46,74,0,12,64,80,33,50,914,437,21,25,93,64,425,173,145,117,688,205,635,255,179,97,25,28
1400000US36081099704,36081099704,"Census Tract 997.04, Queens County, New York",5651,314,0,17,0,17,0,17,0,17,0,17,0,17,0,17,44,70,30,36,0,17,49,45,28,34,85,84,16,26,47,43,993,227,150,96,316,149,575,240,403,179,1462,257,968,261,318,147,167,100
1400000US36081099705,36081099705,"Census Tract 997.05, Queens County, New York",1823,228,10,17,0,12,0,12,0,12,0,12,0,12,26,42,0,12,45,49,0,12,0,12,0,12,15,24,5,9,26,30,226,120,26,23,121,90,246,114,140,95,549,152,227,163,122,75,39,49
